Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY)
EFX,"Equifax, Inc.",229.13,1.56021453,3.52,Buy,625315,143278425.95,28101365484,48.15172849,4.7927,14000,Commercial Services,Miscellaneous Commercial Services,238,223.09,1.4470799,238,191.202,15.47145089,79.41429802,238,189.94,10.81930741,238,145.98,300.11,0.333502,719985.9,744032.2,739969.58333333,720704.86666667,285200000,232500000,285200000,232500000,-2.62218445,1.56021453,United States,1.42790354,0.77205513,0,1.56,0.39,0.6808362,0.80516288,7.48694138,-21.4755141,1547300000,-8.01379228,21.77345407,30639400000,-6.22155788,5.6464,1.43,3.71509972,-49.32628062,4.7585,-23.05639997,1.671394,228.34784722,226.65648757,223.83576043,212.39745973,-84.68468468,2.5887314,9.48824343,-104.37093916,97.91549296,-0.04163197,46.56007184,45.12349338,-3.15520182,2384900000,571500000,10.64859632,-15.04385313,-9.36979125,50.77850253,5570500000,-6.44987906,696200000,3.88170055,-49.32371506,-23.22082679,13.59181602,11.59652243,21.08469017,19.08318514,7.09425611,6.91223873,58.92868596,5.59129717,5.51554586,0.77205513,2023-04-19,52.46205928,56.15821103,,,5.10889814,14.86180221,6.76233876,4.02729544,365871.42857143,8.68113523,-4.48943662,-0.25817386,122073828.044,228.024,229.538,223.93166667,208.5143,4.59201696,11583900000,0.31174499,1.68719331,9.29951463,1383600000,5803000000,0.27128367,-0.18919849,7574600000,7501700000,5122200000,122644000,2023-07-19,1.91496916,1.97536541,2.28717899,228.035,228.77514021,15.55297796,-1.82527101,20.58839008,228.9835,216.2578,199.9337,15.37245604,-191100000,219.09755574,228.60063578,5.6879
ALL,Allstate Corporation (The),106.75,-1.40389766,-1.52,Strong Sell,1541052,164507301,28059440132.000004,,-8.8741,54500,Finance,Property/Casualty Insurance,114.97,105.54,0.3629204,122.5,105.54,-7.78334485,15.08193187,139.335,103.2,-23.96182064,142.15,103.2,144.46,11.3125,1700389.5,2044139.53333333,1964428.13333333,2032154.01111111,,,736000000,662000000,-2.10014674,-1.40389766,United States,0.48313708,0.52417443,4.9382716,3.4,0.89,3.3348947,,,,,,,39499400000,-128.00682308,-5.2212,-1.3,-11.99147122,-158.73590982,-8.8741,-172.2534787,-2.153461,108.2429225,109.52202309,110.31150458,115.48980767,-1.46719765,9.14377966,9.30932067,-42.1286031,72.84768212,31.36679124,,,,,,,,,29.21614186,7790000000,-123.04042179,-1311000000,-12.67605634,-148.7804878,-161.33011531,-2.54998833,-4.32644104,-2.86314479,-5.02638997,1.81072243,1.80850606,5.71603841,0.53212434,0.56310978,,2023-05-03,28.62796005,36.14138578,,,-2.57600162,-11.23667273,-8.1852508,1.62884479,943339.44954128,1.01853887,11.74515685,4.72916749,261103508.49600005,108.866,108.892,109.80733333,115.4544,-0.57024365,90103000000,-0.0477004,3.02313084,-1.58748963,21000000000,8452000000,1.74551583,6.00777624,72796000000,72730000000,51412000000,262851999.99999997,2023-08-01,2.12326193,1.58691149,1.68268415,107.29666667,109.43466773,-21.24096208,-2.03725796,-19.25113464,109.583,112.4338,123.30855,-5.79065852,-1031000000,111.84739945,108.73897552,-5.2212
WST,"West Pharmaceutical Services, Inc.",377.3,1.53390743,5.7,Strong Buy,278457,105061826.1,28011726122.999996,51.74305384,7.4182,10700,Health Technology,Medical Specialties,387.13,347.26,1.318862,387.13,330.16,6.26373007,273.89753245,387.13,241.99,50.62477544,387.13,206.19,475.35,0.328125,287233.6,393604.76666667,404442.93333333,424202.85555556,894300000,886300000,894300000,886300000,-1.35174001,1.53390743,United States,0.11324833,3.62161152,5.71428571,0.74,0.19,0.20143123,0.35187287,3.21410057,-7.99445471,863400000,-2.31926689,31.78112824,25655900000,-10.88462824,7.7296,1.98,35.74574281,-19.1271646,7.2918,-19.02408689,1.956963,375.13213488,368.19291249,364.52014182,341.7666836,32.90986086,15.22786346,14.22475107,-58.79323032,-34.42622951,7.32984293,39.46976261,38.90295944,-2.94017385,1138900000,270600000,2.73348519,-4.98595506,-5.159435,52.13890701,-571900000,-11.46872167,585900000,35.9223301,-19.44764097,-19.3308007,20.30497314,19.15484162,26.45988564,25.70169656,10.4130242,10.08416658,69.66246341,9.90931201,9.91139837,2.7859413,2023-04-27,63.52902022,63.57487158,2.02737827,2.1163654,15.73315475,21.64079649,19.45521178,1.93591691,269672.89719626,1.05872388,-0.52799778,0.10071543,73776133.74419999,375.498,374.094,359.188,346.4886,9.14358139,3723600000,2.95288653,13.0178772,-2.27482324,1937200000,314400000,-1.10097515,-5.07246377,931900000,947400000,2885500000,74242600,2023-07-27,2.21431449,1.94468186,1.67468974,376.49833333,366.59588226,58.32319248,-0.50892598,19.0746702,367.582,358.7974,295.425,22.55143462,-54100000,358.33137952,373.22963391,7.875
OKE,"ONEOK, Inc.",62.4,0.36995335,0.23,Buy,2635699,164467617.6,27920591991.000004,11.76825588,5.3131,2966,Industrial Services,Oil & Gas Pipelines,62.78,57.37,1.0515578,67.48,55.91,-6.13718412,-12.70285395,71.5737,55.91,-10.48630039,71.5737,50.5,78.48,1.053336,2429637.9,3103810.5,3161384.36666667,3017302.37777778,220227000,680000000,220227000,680000000,1.10174984,0.36995335,United States,1.86567583,1.17736022,0,3.74,0.955,6.1217947,5.33969811,512.35356763,83.24225456,3779942000,7.99022816,10.72677623,41155500000,14.58084547,3.838,2.34,116.44432092,167.98577655,5.3024,57.92232547,1.014332,61.82536274,60.68388834,60.58132846,62.01937727,-7.73852046,7.53881078,11.27952904,29.35435663,337.15237085,42.63757,13.63932875,11.32475056,3.30067682,3119385000,747000000,1164.36587058,-5.06123995,-19.47259006,53.22091897,12626000000,14.83724143,1722221000,116.32389606,168.16916387,58.1742818,7.53031075,10.96134806,13.26666992,14.4874107,4.29675719,3.91479548,11.43978471,1.29035384,1.22354439,0.92254812,2023-05-02,66.32472792,60.00182618,,,9.82340834,36.26551099,12.28612398,32.41304967,7710895.81928523,-9.48150086,-20.4654381,10.76815036,444372842.63,61.9,61.133,59.72466667,62.7633,3.20672852,24464000000,0.34827381,1.96432624,-0.24024218,2569000000,13306000000,-3.04212793,-3.65239673,17885209000,17332000000,22870517000,447445000,2023-08-01,1.38888889,1.63275308,1.81116461,62.36666667,60.3170977,-4.93601463,0.92188258,9.78184377,60.401,60.4296,62.80985,14.34641756,-1671582000,60.96119923,61.27714107,3.846
WEC,"WEC Energy Group, Inc.",88.51,-0.52820859,-0.47,Sell,1235636,109366142.36,27919111790.999996,20.72445443,4.2793,7022,Utilities,Electric Utilities,92.5572,86.51,0.601024,99.15,85.32,-9.95014752,33.29819277,99.26,85.32,-8.45055854,108.2,80.82,109.53,1.777796,1208190.1,1505942.36666667,1374170.86666667,1429377.76666667,54500000,74900000,54500000,74900000,0.30598368,-0.52820859,United States,1.53395903,0.7537575,7.3800738,2.91,0.78,3.5250254,3.81404175,55.65495208,-0.25591156,2733000000,0.63333088,16.86498785,48117100000,8.35806373,4.4546,1.61,100.8376047,-10.23635246,4.2708,-0.40576466,0.869072,89.0192376,89.21450498,89.5609802,91.61301181,33.62108133,-1.52228729,-4.70795832,176.94592989,-43.9636521,-182.19103172,19.44901744,19.26932153,5.39808018,1866600000,738500000,76.21092818,-2.77777778,0.26077036,34.79203712,17821800000,8.28275067,1409300000,100.71146245,-10.31437655,-0.47152435,14.6841853,14.10508071,16.80559318,16.52849416,2.45401733,2.39924968,,2.91940495,2.91516567,0.61474322,2023-05-01,43.9340684,45.46366119,,,3.30412961,11.77737287,5.16772439,15.40885041,1366761.60637995,12.8869606,-0.68773426,12.24348682,314973518.59499997,89.428,88.769,88.83266667,91.929,7.34853293,42795900000,0.00303777,9.80487242,10.84109281,2838500000,17896700000,3.25813524,18.3041705,31178000000,30808200000,9597400000,315435000,2023-08-01,1.66476625,1.60896976,1.68391502,88.45666667,89.53216343,-5.44813588,0.6596156,-11.39253178,89.457,90.4978,92.53,16.90646731,-917900000,90.32565648,89.04637235,4.4645
GPN,Global Payments Inc.,106.24,0.36844591,0.39,Buy,1803822,191638049.28,27829902683,,-0.4666,25000,Commercial Services,Miscellaneous Commercial Services,107.08,95.12,1.496309,113.1,95.12,0.79696395,-5.81560284,119.12,94.05,0.36844591,136.88,92.27,220.81,3.75,2186219.6,2691294.63333333,2379795.71666667,2267135.43333333,2144987999.9999995,2149004000,2144987999.9999995,2149004000,7.83597239,0.36844591,United States,0.82423352,0.91972331,12.35955056,1,0.25,0.9412651,2.7746625,0.98364297,5.5340408,3761403000,3.59894071,11.87913863,44542500000,-87.69315002,0.4046,2.4,-104.48047792,-104.84932456,-0.4693,-113.4342885,2.585263,104.47285642,101.5158617,101.4128037,103.61438082,-28.81703123,18.14255784,17.4700616,-21.51795376,-7.71621741,-29.19764618,57.90083355,58.63331002,9.40752672,5196898000,1344694000,1.48074861,12.14231388,9.37938388,51.86738262,16052774000,-88.45182607,111493000,-104.42869405,-104.51144717,-114.23564793,1.24219056,-1.58345724,22.03127063,21.99520661,1.25315811,1.25934731,17.56060361,3.06784827,3.26189575,0.91972331,2023-05-01,79.92762895,65.22823751,,,-0.30673756,-0.61080153,-0.38219506,5.29992508,359020.6,1.75158812,6.31618538,4.85268772,258918274.495,104.854,100.922,100.36,104.214,-1.03953618,48638644000,8.54656164,7.05043616,16.57468977,5595054000,18201778000,24.28435422,47.48589075,22268804000,25755815000,8975515000,261952999.99999997,2023-07-31,1.22562938,2.19600381,2.94774971,106.285,101.01080962,5.4910138,5.40728247,-6.44593167,100.6785,101.721,105.43475,-1.26331968,-273955000,101.91841894,102.66660356,0.4052
ACGL,Arch Capital Group Ltd.,74.71,-0.10696617,-0.08,Buy,1742343,130170445.52999999,27823694938.999996,14.23020514,5.3275,5800,Finance,Multi-Line Insurance,75.57,69.49,0.55262244,78.3,68.925,8.66909091,174.16513761,78.3,60.701,18.92709328,78.3,41.05,78.3,1.222209,1467143.7,1814498.56666667,1852791.3,2041561.1,,,1273328000,1215000000,-0.18704075,-0.10696617,Bermuda,0.19488133,0.5363392,,0,0,,,,,,,,29194700000,-27.26333907,3.8034,1.73,-19.58047982,286.48312979,5.2501,12.42665639,1.600786,74.21996946,72.87789865,72.61106561,69.97706215,11.14518772,39.62073921,38.97690981,-1.67534065,76.36390246,31.49525491,,,,,,,,,64.75909932,1511000000,-31.0407667,1476933000,-16.83029192,265.16853933,5.09326142,15.54837839,18.63207144,14.75950189,18.37794169,2.29042925,2.11331988,6.755772,2.63319116,2.96993033,,2023-04-26,68.58547038,61.4161843,,,4.98037294,14.83695176,12.33771401,6.92709627,1637750.34482759,2.91819257,63.73423205,24.6472221,360816809.628,74.196,73.29,71.79733333,70.8811,5.69980786,42375000000,6.93289555,12.14773404,0.91876658,9778000000,2726000000,-5.25840197,0.04984141,26706754000,28376000000,9498952000,372423000,2023-07-26,1.60139954,1.76964249,1.83043877,74.84,72.11215991,19.32598626,0.3761924,66.80062514,72.2165,73.095,63.9886,17.90658916,-40736000,72.12647666,73.56894946,3.8962
IT,"Gartner, Inc.",351.78,1.16178754,4.04,Buy,287525,101145544.49999999,27805410702,30.35543245,11.7077,19500,Technology Services,Internet Software/Services,363.12,334.39,0.9456872,363.12,292.6,11.42504197,153.62653208,363.12,292.6,5.32966046,363.12,231.05,368.995,3.09375,394256,534917.43333333,538281.36666667,518704.87777778,697999000,893512000,697999000,893512000,0.41962833,1.16178754,United States,6.63287076,0.7409998,,0,0,,13.54301414,-17.39187384,17.03386469,1371380000,19.17685603,21.91099819,28396400000,8.21089211,9.9646,2.88,14.91890206,77.19796075,11.5887,22.41670716,2.508198,348.8152191,345.30710905,342.38132667,330.88022078,-20.69747317,18.14097767,17.54614673,-13.26909135,-4.60821838,-21.60875622,65.56300159,65.45408201,16.6586839,3590129000,927099000,-5.45594534,10.7171604,14.93864662,38.39968844,2242894000,1.79431927,807799000,15.18029595,71.4534968,16.08908052,14.75204014,16.56100953,19.40315706,19.76811282,122.26470179,59.13789596,28.62990942,5.02344592,5.2079166,0.7409998,2023-05-02,63.30157378,60.29371991,,,12.96335346,315.07129309,27.57398982,15.67152419,280812.61538461,-6.36877783,11.57237436,14.9064074,71149103.006,348.666,345.076,345.79966667,326.5503,-1.57204567,7378932000,1.08491595,5.63283441,-2.82722987,2559603000,3136406000,-0.69608228,-2.92824119,7071938000,6906074000,5475846000,79042000,2023-08-01,1.77758571,1.75502835,1.89090319,350.71666667,348.16991695,3.64455968,1.07749332,44.16031473,347.7775,332.7216,324.9443,21.22730195,0,337.31422737,347.38687277,10.0751
MLM,"Martin Marietta Materials, Inc.",443.94,0.85648727,3.77,Buy,368768,163710865.92,27510410413.000004,28.6642217,15.5248,9400,Non-Energy Minerals,Construction Materials,462.7,421.48,1.0827824,462.7,343.71,29.81081318,94.26746018,462.7,317.94,27.85553828,462.7,298.321,462.7,16.5,401727.5,401734,365299.23333333,373552.15555556,1063400000.0000002,931800000,358800000,229500000,-3.84457103,0.85648727,United States,0.75710105,2.11799699,7.62711864,2.54,0.66,0.59467494,15.00901743,-18.03069054,69.1292876,1852800000,25.67320084,17.27834111,26587600000,22.57328961,13.8688,2.16,-33.76993553,471.03569339,15.4876,45.96897325,4.793232,445.31186212,438.95978998,431.11498071,394.68073831,-28.71536524,8.26854091,7.41406747,-105.19782777,-144.51827243,-29.73910421,23.10289415,24.98408657,6.49457538,1423300000,302800000,-14.51157538,93.97821909,18.0628666,65.46287312,4500400000,22.37752365,866800000,-33.87799564,467.28971963,45.58048487,13.89939455,15.37396563,19.7347704,21.50541057,3.84473519,3.83613647,59.26822923,4.39418651,4.50374957,1.40361446,2023-05-04,50.10211018,59.975344,,,6.63247793,14.20327994,8.13643541,13.79202069,655393.61702128,-8.2898747,10.01787455,10.97767731,61532043.8976,446.1,449.867,429.99533333,382.3834,3.82879979,14890900000,-2.69039248,4.55991293,1.45113026,2812700000,5432200000,-3.47731836,-1.55847921,8129800000,7713400000,6160700000,61968800,2023-07-27,1.65977946,1.4716192,1.52600147,442.41,439.7028559,29.84498391,-3.07621771,42.535157,440.094,414.8808,362.46245,19.58784214,-159100000,417.01256691,445.38988203,13.9133
AWK,"American Water Works Company, Inc.",140.6,-0.32610237,-0.46,Strong Sell,717607,100895544.2,27366893559,30.89227254,4.5513,6500,Utilities,Water Utilities,150.025,139.01,0.9356665,153.43,139.01,-7.10887949,58.56546746,162.59,132.87,-12.67080745,162.59,122.77,189.65,16.22,1228988.1,1042596.96666667,904974.15,1105689.98888889,184000000,306000000,117000000,242000000,-1.5061296,-0.32610237,United States,1.18194197,0.70718816,8.71369295,2.62,0.7075,2.0128021,4.91266376,9.88235294,15.59405941,1985000000,7.2972973,19.31732673,38225100000,-35.07550867,4.5055,0.91,13.16082704,5.28740928,4.5513,-35.68794246,1.300819,141.85058418,143.74604706,144.32694078,145.93362475,-268.11145511,-31.35548523,-29.83539095,32.30337079,10.74074074,-169.76744186,40.98101266,41.33230453,2.43902439,1554000000,373000000,11.67664671,16.5625,5.37704918,37.46842939,10978000000,-35.07521774,820000000,15.6462585,7.59493671,-35.40372671,21.62447257,21.39917695,33.57067511,34.00205761,3.32370263,2.8665411,,6.72623457,6.74820675,0.65274841,2023-04-26,35.69685462,40.05314267,,,3.08262319,9.7842065,4.37986945,-3.51145038,583384.61538461,0.7518797,11.40142518,0.10298661,194141039.904,142.57,142.016,144.70733333,144.9085,5.71661298,28286000000,-0.93510314,10.08795828,12.56213285,1338000000,11284000000,-9.40184665,4.42346844,20860000000,18739000000,3792000000,194644000,2023-07-26,1.23470045,1.82240351,1.6179605,140.58166667,144.31336492,-8.56473955,-1.34025682,-7.79118573,144.67,145.3514,145.98075,26.46604938,-467000000,144.99675924,142.69607661,4.5055
XYL,Xylem Inc.,111.74,1.98046911,2.17,Strong Buy,1132372,126531247.28,26750072287,54.39852003,2.0637,17800,Producer Manufacturing,Industrial Machinery,114.87,107.5406,1.1493759,114.87,96.085,9.92621741,66.32926466,118.58,93.72,-1.56800564,118.58,73.7979,138.78,22.42999,1172901.3,2566322.63333333,2232699.35,2004089.37777778,944000000,837000000,944000000,837000000,-0.78138874,1.98046911,United States,0.54443823,2.01472557,7.14285714,1.2,0.33,1.1813138,7.13436385,-5.99078341,19.29824561,923000000,13.66995074,30.19726142,20106100000,-16.60927603,1.9616,0.72,-33.560477,20.52980132,2.0541,-11.68959587,0.832531,110.78628412,110.26280322,109.35734145,106.12760026,17.57575758,7.00234615,7.86988458,-122.51655629,47.69230769,69.81132075,37.98953258,38.24763903,6.36685195,2105000000,551000000,-5.48885077,17.48400853,11.63859112,32.65645928,1111000000,-16.8618267,355000000,-33.55704698,20.73170732,-11.84834123,6.40678578,6.50577125,12.00144378,11.97971319,5.76458674,5.64009017,45.02352236,3.54329924,3.64962885,1.44109772,2023-05-04,57.68323453,57.98200245,3.71774048,3.6201469,4.60424531,10.97992916,7.06217371,6.57818811,311292.13483146,-4.22442244,13.89324961,9.56121862,238591629.44,110.58,110.968,108.65433333,104.5366,-3.91493475,7940000000,-0.15090543,-3.39457355,-20.13081395,3010000000,1948000000,-11.37397634,-22.26656026,4449000000,4351000000,5541000000,239396000,2023-08-02,2.15722121,1.47223377,1.58679111,110.96666667,111.5232145,-0.12513407,-0.0804793,39.50062422,111.3915,107.148,104.52715,8.18467996,-217000000,107.9390836,110.88172947,1.9698
IR,Ingersoll Rand Inc.,65.81,2.41207594,1.55,Buy,1395232,91820217.92,26621427355.999996,40.66361839,1.6361,17000,Producer Manufacturing,Industrial Machinery,65.895,61.93,1.2508748,65.895,53.24,17.98135532,123.69136642,65.895,51.84,15.7200633,65.895,39.285,65.895,17.01,2021267,2246090.7,2191104.78333333,2418794.62222222,1613000000,1119300000,1613000000,1119300000,0.68849449,2.41207594,United States,0.29879901,2.16010823,300,0.08,0.02,0.12156208,25.02143061,-4.29009193,33.04934327,1397900000,27.58054212,20.28079788,25536400000,32.18493395,1.481,0.65,-25.88478916,56.85258964,1.6184,-28.44004245,0.595035,64.74158686,63.65603986,62.82795264,59.18556724,38.86470802,12.9422105,14.26247463,-53.95392279,426.33451957,87.52647183,33.43305782,33.98350675,19.47330273,1978000000,571800000,0.2454418,29.98408729,22.12896504,57.51324042,1664700000,28.73490146,607500000,-25.89696412,55.35197686,-30.415134,9.96399777,10.39686886,14.87078072,15.46886577,2.89923644,2.86057428,30.41157764,4.33744355,4.56286226,1.49979413,2023-05-03,68.12470041,65.3152894,1.53812349,,4.28906504,7.05098446,5.29230668,14.82610046,348017.64705882,0.3448913,21.86237846,15.83425064,403703894.215,64.598,64.356,62.67133333,58.6158,-2.56425484,14995000000,1.55154782,-0.72692124,-18.77279796,3672400000,2784000000,-3.08431386,-19.32539338,5508700000,5613300000,5916300000,404519000,2023-07-26,2.52900232,1.64027034,1.82519057,65.45166667,63.99546235,24.94778811,1.3865352,52.37323455,64.072,60.8926,55.2617,13.0560835,-32400000,61.45373769,64.41694835,1.4989
RCL,Royal Caribbean Cruises Ltd.,103.2,1.1665523,1.19,Buy,2435594,251353300.8,26392024500,,-4.0642,102500,Consumer Services,Hotels/Resorts/Cruise lines,105.21,92.25,1.6009471,105.21,59.37,64.90891659,-2.7607651,105.21,59.37,74.25073871,105.21,31.09,135.65,5.4,3527683,3922333.5,3764917.71666667,3685877.36666667,1935005000,1226871000,1935005000,1226871000,-0.5205321,1.1665523,United States,7.73176,0.25563584,,0,0,,118.13019571,80.16471716,212.71762996,1657988000,163.85453078,28.58101657,37676800000,59.5301236,-8.4544,-0.23,90.43464953,95.9062923,-4.0643,80.4515437,1.564192,102.51842881,98.08697089,94.51781993,79.48565435,45.75299591,-25.20441059,6.76618427,158.17042906,155.92084921,117.48088567,7.25339176,17.65455346,126.23797278,641239000.0000011,740495000,70.05984861,246.41696194,178.52653518,72.83312631,20821155000,59.0160173,-2155962000,90.42194616,95.89510102,80.42398307,-24.38722069,-9.71953662,-10.52045463,2.28766727,9.18172339,9.25492475,36.52979028,2.47167292,2.97686965,0.23219698,2023-05-04,69.59278397,73.69073525,,,-3.15065297,-30.3113231,-4.39084766,477.00865395,86249.17073171,10.79703778,172.38118975,318.39900367,222398613.206,102.684,102.052,94.11566667,76.1474,4.70577622,32870487000,-2.68197631,-0.21102309,10.60187274,2413597000,22048026000,-8.11008789,-4.55455367,30907549000,29845066000,8840540000,255737000,2023-08-03,2.48613312,2.49525107,1.99213684,102.54333333,98.1587535,104.19469727,-0.28985507,193.0153322,98.8155,86.2438,65.6219,-9.71953662,0,88.61747084,101.45873916,-8.4544
ALGN,"Align Technology, Inc.",343.7,4.29689871,14.16,Strong Buy,558662,192012129.4,26298877513,85.03847391,4.05,23165,Health Technology,Medical Specialties,356.24,301.89,1.7915803,363.27,273.465,3.689625,-1.96246221,368.87,228.34,46.88034188,368.87,172.05,737.452,1.26,590035.3,642410.26666667,714071.11666667,771046.03333333,999584000,884027000,942050000,832383000,-2.81076801,4.29689871,United States,0.03642995,1.16326665,,0,0,,-27.1190846,6.95063473,-24.71709022,752225000,-30.95559349,33.95477219,25008600000,-52.41893872,4.6107,1.82,111.71439197,-32.85764831,4.0417,-54.50380476,2.039049,338.05775368,331.08006824,326.39834417,309.85527408,-64.1151811,7.41255839,12.671886,48.38420598,338.91606546,-11.57028218,70.96286518,70.25141697,-10.27110261,2650204000,665186000,6.81068964,-6.69058834,-12.64775993,52.55201579,-757249000,-53.1653325,361573000,110.16876122,-34.6244918,-55.3684297,9.68161547,8.50499776,17.51303675,15.91232218,7.37407116,7.55694865,56.45697771,7.15416385,7.21702496,1.00768184,2023-04-26,60.24235619,60.29546432,8.17370372,8.66223627,5.31999444,8.81705231,8.57238161,-5.51408901,161218.86466652,4.61800414,-3.089952,-8.09889378,71559599.59969999,337.114,339.822,319.92933333,319.0692,0.0982311,5901448000,-0.78176554,-0.70609249,1.2227318,2331882000,126778000,-0.10243641,-2.64770476,2346589000,2421399000,3734635000,76516900,2023-07-26,4.31563359,2.98972062,3.09580169,339.47,332.39848136,59.51916829,-1.99600798,35.17127463,332.364,312.3952,270.30885,14.74384428,0,321.02554275,336.98924197,4.6243
FTV,Fortive Corporation,74.02,2.30822391,1.67,Buy,1565723,115894816.46,26169764392,34.66491828,2.1518,18000,Electronic Technology,Electronic Equipment/Instruments,74.87,67.79,1.1854416,74.87,62.7,13.3190447,14.74166925,74.87,62.7,11.29153511,74.87,52.47,79.87,31.1974,1520026.3,2091781.6,2144363.81666667,2113932.23333333,709200000,672800000,709200000,672800000,-1.0030761,2.30822391,United States,0.32993242,0.93353865,0,0.28,0.07,0.37827617,19.87775061,-9.13991669,12.32959709,1511600000,21.67753361,19.02564461,26892000000,28.48987109,2.0931,0.75,-23.54788069,8.65684962,2.1353,18.80598676,0.806812,73.19363115,71.69954965,70.68010573,67.82649381,32.52112831,20.72540639,19.64500245,-65.05489372,-23.67346939,19.60440919,57.73383456,57.86223117,11.74457623,3363400000,848200000,-4.96358543,7.0959596,10.82088343,51.07090541,2583600000,24.12886259,755200000,-23.5915493,5.14839491,15.39740103,12.96324905,12.92238447,17.25629538,17.78371884,2.69757102,2.65109771,22.72879414,4.46507217,4.58424155,0.71674081,2023-04-26,65.413746,65.0044662,6.89187565,6.81060593,4.76252837,7.86051371,6.25296805,10.86646241,323650,-4.52317145,6.11696331,10.04375756,352494299.7,73.11,73.185,70.18466667,67.1788,-3.49154292,15804800000,-0.53994185,-2.83775144,-17.44418969,2455300000,3256400000,-4.80311047,-12.90020595,6202000000,5929100000,5825700000,353550000,2023-07-26,2.46318976,1.52001587,1.6943881,73.61,71.8583887,14.31660232,-0.02701243,32.77130045,71.8085,67.9418,65.93655,15.03409533,-99500000,69.34516981,72.83415737,2.119
